0.00, 0.20, 0.24, 9.86
0.20, 0.40, 0.57, 23.8
0.40, 0.60, 0.33, 13.7
0.60, 0.80, 0.22, 9.09
0.80, 1.00, 0.27, 11.2
1.00, 1.20, 0.34, 14.1
1.20, 1.40, 0.32, 13.5
1.40, 1.60, 0.34, 14.3
1.60, 1.80, 0.34, 14.3
1.80, 2.00, 0.33, 13.7
2.00, 2.20, 0.34, 14.2
2.20, 2.40, 0.33, 14.0
2.40, 2.60, 0.34, 14.1
2.60, 2.80, 0.33, 13.9
2.80, 3.00, 0.33, 13.7
3.00, 3.20, 0.32, 13.5
3.20, 3.40, 0.38, 16.0
3.40, 3.60, 0.29, 12.3
3.60, 3.80, 0.35, 14.5
3.80, 4.00, 0.54, 22.5
4.00, 4.20, 0.18, 7.60
4.20, 4.40, 0.23, 9.80
4.40, 4.60, 0.23, 9.80
4.60, 4.80, 0.24, 10.1
4.80, 5.00, 0.24, 9.86
5.00, 5.20, 0.24, 10.1
5.20, 5.40, 0.24, 10.0
5.40, 5.60, 0.24, 9.91
5.60, 5.80, 0.23, 9.64
5.80, 6.00, 0.25, 10.3
6.00, 6.20, 0.24, 9.91
6.20, 6.40, 0.24, 9.86
6.40, 6.60, 0.23, 9.80
6.60, 6.80, 0.25, 10.4
6.80, 7.00, 0.23, 9.53
7.00, 7.20, 0.24, 10.1
7.20, 7.40, 0.24, 9.86
7.40, 7.60, 0.24, 10.2
7.60, 7.80, 0.24, 9.97
7.80, 8.00, 0.24, 9.86
8.00, 8.20, 0.23, 9.75
8.20, 8.40, 0.24, 10.2
8.40, 8.60, 0.24, 9.86
8.60, 8.80, 0.24, 9.91
8.80, 9.00, 0.24, 9.97
9.00, 9.20, 0.24, 9.97
9.20, 9.40, 0.24, 10.0
9.40, 9.60, 0.24, 9.91
9.60, 9.80, 0.24, 9.97
9.80, 10.00, 0.24, 9.97
10.00, 10.20, 0.24, 9.86
10.20, 10.40, 0.24, 10.0
