0.00, 0.20, 0.20, 8.37
0.20, 0.40, 0.62, 25.9
0.40, 0.60, 0.21, 8.76
0.60, 0.80, 0.41, 17.4
0.80, 1.00, 0.31, 12.9
1.00, 1.20, 0.25, 10.4
1.20, 1.40, 0.34, 14.3
1.40, 1.60, 0.32, 13.5
1.60, 1.80, 0.33, 13.9
1.80, 2.00, 0.33, 14.0
2.00, 2.20, 0.34, 14.1
2.20, 2.40, 0.33, 13.9
2.40, 2.60, 0.33, 13.9
2.60, 2.80, 0.33, 13.9
2.80, 3.00, 0.33, 13.9
3.00, 3.20, 0.34, 14.2
3.20, 3.40, 0.33, 14.0
3.40, 3.60, 0.33, 14.0
3.60, 3.80, 0.34, 14.2
3.80, 4.00, 0.32, 13.5
4.00, 4.20, 0.45, 18.8
4.20, 4.40, 0.13, 5.45
4.40, 4.60, 0.23, 9.69
4.60, 4.80, 0.23, 9.80
4.80, 5.00, 0.25, 10.5
5.00, 5.20, 0.23, 9.47
5.20, 5.40, 0.25, 10.4
5.40, 5.60, 0.24, 10.0
5.60, 5.80, 0.24, 9.86
5.80, 6.00, 0.24, 10.0
6.00, 6.20, 0.23, 9.80
6.20, 6.40, 0.24, 10.0
6.40, 6.60, 0.23, 9.64
6.60, 6.80, 0.25, 10.3
6.80, 7.00, 0.24, 9.86
7.00, 7.20, 0.24, 9.97
7.20, 7.40, 0.24, 9.97
7.40, 7.60, 0.24, 9.91
7.60, 7.80, 0.24, 9.97
7.80, 8.00, 0.24, 10.0
8.00, 8.20, 0.24, 9.97
8.20, 8.40, 0.23, 9.53
8.40, 8.60, 0.24, 9.91
8.60, 8.80, 0.24, 9.86
8.80, 9.00, 0.25, 10.4
9.00, 9.20, 0.24, 9.86
9.20, 9.40, 0.24, 10.1
9.40, 9.60, 0.23, 9.47
9.60, 9.80, 0.25, 10.5
9.80, 10.00, 0.23, 9.58
10.00, 10.20, 0.25, 10.3
10.20, 10.40, 0.23, 9.80
10.40, 10.60, 0.69, 28.8
10.60, 10.80, 0.00, 0.00
10.80, 11.00, 0.22, 9.42
11.00, 11.20, 0.14, 6.06
11.20, 11.40, 0.30, 12.4
11.40, 11.60, 0.32, 13.6
11.60, 11.80, 0.33, 14.0
11.80, 12.00, 0.34, 14.3
12.00, 12.20, 0.33, 13.9
12.20, 12.40, 0.74, 31.1
12.40, 12.60, 0.00, 0.00
12.60, 12.80, 0.43, 18.0
12.80, 13.00, 0.42, 17.5
13.00, 13.20, 0.32, 13.5
13.20, 13.40, 0.34, 14.4
13.40, 13.60, 0.32, 13.4
13.60, 13.80, 0.35, 14.9
0.00, 13.91, 20.1, 12.1

0.00, 0.20, 0.14, 5.72
0.20, 0.40, 0.10, 4.00
0.40, 0.60, 0.24, 9.96
0.60, 0.80, 0.21, 8.92
0.80, 1.00, 0.10, 4.02
1.00, 1.20, 0.09, 3.97
1.20, 1.40, 0.10, 4.08
1.40, 1.60, 0.10, 4.02
1.60, 1.80, 0.10, 4.02
1.80, 2.00, 0.10, 4.02
2.00, 2.20, 0.10, 4.02
2.20, 2.40, 0.09, 3.97
2.40, 2.60, 0.10, 4.02
2.60, 2.80, 0.10, 4.08
2.80, 3.00, 0.09, 3.97
3.00, 3.20, 0.10, 4.08
3.20, 3.40, 0.10, 4.02
3.40, 3.60, 0.09, 3.97
3.60, 3.80, 0.10, 4.02
3.80, 4.00, 0.10, 4.02
4.00, 4.20, 0.12, 4.90
4.20, 4.40, 0.35, 14.8
4.40, 4.60, 0.24, 9.97
4.60, 4.80, 0.24, 9.97
4.80, 5.00, 0.24, 10.0
5.00, 5.20, 0.24, 9.86
5.20, 5.40, 0.24, 10.0
5.40, 5.60, 0.24, 9.97
5.60, 5.80, 0.24, 9.86
5.80, 6.00, 0.23, 9.69
6.00, 6.20, 0.23, 9.75
6.20, 6.40, 0.25, 10.4
6.40, 6.60, 0.23, 9.75
6.60, 6.80, 0.24, 10.1
6.80, 7.00, 0.24, 10.0
7.00, 7.20, 0.23, 9.58
7.20, 7.40, 0.25, 10.3
7.40, 7.60, 0.24, 9.86
7.60, 7.80, 0.24, 9.86
7.80, 8.00, 0.24, 10.0
8.00, 8.20, 0.23, 9.69
8.20, 8.40, 0.24, 10.0
8.40, 8.60, 0.24, 10.2
8.60, 8.80, 0.24, 9.97
8.80, 9.00, 0.23, 9.80
9.00, 9.20, 0.23, 9.80
9.20, 9.40, 0.25, 10.3
9.40, 9.60, 0.24, 9.91
9.60, 9.80, 0.23, 9.80
9.80, 10.00, 0.24, 10.0
