0.00, 0.20, 0.26, 10.8
0.20, 0.40, 0.17, 7.22
0.40, 0.60, 0.22, 9.31
0.60, 0.80, 0.24, 9.86
0.80, 1.00, 0.30, 12.4
1.00, 1.20, 0.81, 34.1
1.20, 1.40, 0.35, 14.8
1.40, 1.60, 0.32, 13.4
1.60, 1.80, 0.37, 15.5
1.80, 2.00, 0.33, 14.0
2.00, 2.20, 0.34, 14.3
2.20, 2.40, 0.33, 14.0
2.40, 2.60, 0.33, 14.0
2.60, 2.80, 0.32, 13.6
2.80, 3.00, 0.34, 14.3
3.00, 3.20, 0.32, 13.4
3.20, 3.40, 0.35, 14.5
3.40, 3.60, 0.33, 13.9
3.60, 3.80, 0.28, 11.8
3.80, 4.00, 0.23, 9.69
4.00, 4.20, 0.24, 9.86
4.20, 4.40, 0.25, 10.3
4.40, 4.60, 0.23, 9.69
4.60, 4.80, 0.24, 10.2
4.80, 5.00, 0.23, 9.53
5.00, 5.20, 0.25, 10.5
5.20, 5.40, 0.24, 9.86
5.40, 5.60, 0.24, 9.97
5.60, 5.80, 0.24, 9.91
5.80, 6.00, 0.24, 9.97
6.00, 6.20, 0.24, 9.97
6.20, 6.40, 0.24, 9.97
6.40, 6.60, 0.23, 9.80
6.60, 6.80, 0.23, 9.64
6.80, 7.00, 0.25, 10.4
7.00, 7.20, 0.23, 9.64
7.20, 7.40, 0.24, 10.1
7.40, 7.60, 0.24, 10.1
7.60, 7.80, 0.24, 9.91
7.80, 8.00, 0.24, 10.0
8.00, 8.20, 0.24, 9.91
8.20, 8.40, 0.24, 9.91
8.40, 8.60, 0.24, 10.0
8.60, 8.80, 0.22, 9.36
8.80, 9.00, 0.24, 10.2
9.00, 9.20, 0.19, 8.04
9.20, 9.40, 0.05, 1.98
9.40, 9.60, 0.28, 11.6
9.60, 9.80, 0.29, 12.3
9.80, 10.00, 0.25, 10.7
10.00, 10.20, 0.24, 9.91
10.20, 10.40, 0.30, 12.4
10.40, 10.60, 0.17, 7.16
10.60, 10.80, 0.22, 9.20
10.80, 11.00, 0.21, 8.87
11.00, 11.20, 0.32, 13.5
11.20, 11.40, 0.33, 14.0
11.40, 11.60, 0.33, 13.9
11.60, 11.80, 0.35, 14.6
11.80, 12.00, 0.31, 13.2
12.00, 12.20, 0.34, 14.3
12.20, 12.40, 0.34, 14.4
12.40, 12.60, 0.32, 13.3
12.60, 12.80, 0.34, 14.4
12.80, 13.00, 0.32, 13.5
13.00, 13.20, 0.35, 14.5
13.20, 13.40, 0.33, 13.9
13.40, 13.60, 0.33, 13.8
13.60, 13.80, 0.33, 14.0
13.80, 14.00, 0.34, 14.2
14.00, 14.20, 0.34, 14.2
0.00, 14.26, 20.1, 11.8

0.00, 0.20, 0.14, 5.72
0.20, 0.40, 0.10, 4.00
0.40, 0.60, 0.10, 4.22
0.60, 0.80, 0.16, 6.86
0.80, 1.00, 0.22, 9.03
1.00, 1.20, 0.09, 3.86
1.20, 1.40, 0.10, 4.24
1.40, 1.60, 0.10, 4.02
1.60, 1.80, 0.09, 3.97
1.80, 2.00, 0.10, 4.08
2.00, 2.20, 0.09, 3.91
2.20, 2.40, 0.10, 4.02
2.40, 2.60, 0.10, 4.13
2.60, 2.80, 0.10, 4.02
2.80, 3.00, 0.09, 3.97
3.00, 3.20, 0.10, 4.08
3.20, 3.40, 0.09, 3.86
3.40, 3.60, 0.10, 4.13
3.60, 3.80, 0.09, 3.86
3.80, 4.00, 0.10, 4.13
4.00, 4.20, 0.10, 4.08
4.20, 4.40, 0.21, 8.92
4.40, 4.60, 0.32, 13.4
4.60, 4.80, 0.29, 12.2
4.80, 5.00, 0.24, 10.1
5.00, 5.20, 0.25, 10.7
5.20, 5.40, 0.23, 9.58
5.40, 5.60, 0.25, 10.3
5.60, 5.80, 0.23, 9.69
5.80, 6.00, 0.24, 9.91
6.00, 6.20, 0.24, 10.2
6.20, 6.40, 0.24, 9.97
6.40, 6.60, 0.24, 10.0
6.60, 6.80, 0.24, 9.86
6.80, 7.00, 0.24, 10.2
7.00, 7.20, 0.24, 9.86
7.20, 7.40, 0.23, 9.47
7.40, 7.60, 0.25, 10.5
7.60, 7.80, 0.24, 9.86
7.80, 8.00, 0.24, 9.86
8.00, 8.20, 0.24, 10.1
8.20, 8.40, 0.24, 9.86
8.40, 8.60, 0.23, 9.64
8.60, 8.80, 0.25, 10.3
8.80, 9.00, 0.23, 9.64
9.00, 9.20, 0.25, 10.3
9.20, 9.40, 0.23, 9.80
9.40, 9.60, 0.24, 9.86
9.60, 9.80, 0.24, 10.2
9.80, 10.00, 0.23, 9.80
10.00, 10.20, 0.24, 10.0
10.20, 10.40, 0.24, 9.97
10.40, 10.60, 0.24, 10.0
10.60, 10.80, 0.20, 8.54
10.80, 11.00, 0.09, 3.97
11.00, 11.20, 0.10, 4.08
11.20, 11.40, 0.10, 4.02
11.40, 11.60, 0.10, 4.02
11.60, 11.80, 0.09, 3.97
11.80, 12.00, 0.10, 4.08
12.00, 12.20, 0.10, 4.02
12.20, 12.40, 0.09, 3.97
12.40, 12.60, 0.09, 3.97
12.60, 12.80, 0.10, 4.08
12.80, 13.00, 0.10, 4.08
13.00, 13.20, 0.09, 3.97
13.20, 13.40, 0.09, 3.97
13.40, 13.60, 0.10, 4.08
13.60, 13.80, 0.10, 4.02
13.80, 14.00, 0.09, 3.97
14.00, 14.20, 0.10, 4.02
14.20, 14.40, 0.10, 4.02
14.40, 14.60, 0.10, 4.02
14.60, 14.80, 0.10, 4.08
14.80, 15.00, 0.10, 4.02
15.00, 15.20, 0.10, 4.02
15.20, 15.40, 0.09, 3.97
15.40, 15.60, 0.09, 3.97
15.60, 15.80, 0.10, 4.13
15.80, 16.00, 0.09, 3.97
16.00, 16.20, 0.10, 4.02
16.20, 16.40, 0.10, 4.02
16.40, 16.60, 0.10, 4.02
16.60, 16.80, 0.10, 4.02
16.80, 17.00, 0.10, 4.02
17.00, 17.20, 0.09, 3.97
17.20, 17.40, 0.10, 4.08
17.40, 17.60, 0.09, 3.97
17.60, 17.80, 0.10, 4.02
17.80, 18.00, 0.10, 4.08
18.00, 18.20, 0.09, 3.97
18.20, 18.40, 0.10, 4.08
18.40, 18.60, 0.10, 4.02
18.60, 18.80, 0.10, 4.02
18.80, 19.00, 0.09, 3.97
19.00, 19.20, 0.09, 3.97
19.20, 19.40, 0.10, 4.08
19.40, 19.60, 0.09, 3.97
19.60, 19.80, 0.10, 4.02
19.80, 20.00, 0.10, 4.08
20.00, 20.20, 0.10, 4.02
20.20, 20.40, 0.09, 3.97
20.40, 20.60, 0.10, 4.08
20.60, 20.80, 0.10, 4.02
20.80, 21.00, 0.10, 4.02
21.00, 21.20, 0.09, 3.97
21.20, 21.40, 0.10, 4.02
21.40, 21.60, 0.10, 4.08
21.60, 21.80, 0.09, 3.97
21.80, 22.00, 0.10, 4.02
22.00, 22.20, 0.10, 4.08
22.20, 22.40, 0.10, 4.02
22.40, 22.60, 0.09, 3.97
22.60, 22.80, 0.10, 4.02
22.80, 23.00, 0.10, 4.02
23.00, 23.20, 0.10, 4.02
23.20, 23.40, 0.10, 4.02
23.40, 23.60, 0.10, 4.02
23.60, 23.80, 0.10, 4.02
23.80, 24.00, 0.09, 3.97
24.00, 24.20, 0.10, 4.08
24.20, 24.40, 0.09, 3.91
24.40, 24.60, 0.10, 4.02
24.60, 24.80, 0.10, 4.08
24.80, 25.00, 0.10, 4.08
25.00, 25.20, 0.10, 4.02
25.20, 25.40, 0.09, 3.97
25.40, 25.60, 0.10, 4.02
25.60, 25.80, 0.10, 4.02
25.80, 26.00, 0.10, 4.02
26.00, 26.20, 0.10, 4.02
26.20, 26.40, 0.10, 4.02
26.40, 26.60, 0.10, 4.08
26.60, 26.80, 0.09, 3.97
26.80, 27.00, 0.10, 4.02
27.00, 27.20, 0.10, 4.02
27.20, 27.40, 0.09, 3.91
27.40, 27.60, 0.10, 4.08
27.60, 27.80, 0.10, 4.08
27.80, 28.00, 0.10, 4.02
28.00, 28.20, 0.10, 4.02
28.20, 28.40, 0.09, 3.97
28.40, 28.60, 0.10, 4.08
28.60, 28.80, 0.09, 3.97
28.80, 29.00, 0.10, 4.08
29.00, 29.20, 0.09, 3.91
29.20, 29.40, 0.10, 4.08
29.40, 29.60, 0.10, 4.02
29.60, 29.80, 0.10, 4.02
29.80, 30.00, 0.10, 4.02
30.00, 30.20, 0.10, 4.02
30.20, 30.40, 0.09, 3.97
30.40, 30.60, 0.10, 4.08
30.60, 30.80, 0.10, 4.02
30.80, 31.00, 0.10, 4.02
31.00, 31.20, 0.10, 4.02
0.00, 31.32, 20.0, 5.36
