0.00, 0.20, 0.27, 11.4
0.20, 0.40, 0.18, 7.44
0.40, 0.60, 0.25, 10.4
0.60, 0.80, 0.46, 19.1
0.80, 1.00, 0.24, 9.86
1.00, 1.20, 0.24, 10.1
1.20, 1.40, 0.30, 12.5
1.40, 1.60, 0.38, 15.9
1.60, 1.80, 0.34, 14.3
1.80, 2.00, 0.33, 13.8
2.00, 2.20, 0.34, 14.3
2.20, 2.40, 0.33, 13.9
2.40, 2.60, 0.35, 14.8
2.60, 2.80, 0.32, 13.4
2.80, 3.00, 0.33, 13.9
3.00, 3.20, 0.33, 13.9
3.20, 3.40, 0.33, 13.9
3.40, 3.60, 0.33, 13.9
3.60, 3.80, 0.34, 14.2
3.80, 4.00, 0.33, 13.8
4.00, 4.20, 0.61, 25.6
4.20, 4.40, 0.24, 9.97
4.40, 4.60, 0.24, 9.91
4.60, 4.80, 0.24, 10.0
4.80, 5.00, 0.23, 9.80
5.00, 5.20, 0.24, 10.0
5.20, 5.40, 0.23, 9.69
5.40, 5.60, 0.24, 10.1
5.60, 5.80, 0.24, 10.1
5.80, 6.00, 0.24, 9.91
6.00, 6.20, 0.24, 9.91
6.20, 6.40, 0.24, 9.91
6.40, 6.60, 0.24, 9.97
6.60, 6.80, 0.23, 9.80
6.80, 7.00, 0.24, 9.86
7.00, 7.20, 0.25, 10.3
7.20, 7.40, 0.24, 9.86
7.40, 7.60, 0.24, 9.97
7.60, 7.80, 0.24, 10.0
7.80, 8.00, 0.24, 9.86
8.00, 8.20, 0.22, 9.20
8.20, 8.40, 0.25, 10.7
8.40, 8.60, 0.24, 9.97
8.60, 8.80, 0.24, 9.97
8.80, 9.00, 0.23, 9.53
9.00, 9.20, 0.25, 10.4
9.20, 9.40, 0.23, 9.69
9.40, 9.60, 0.24, 10.0
9.60, 9.80, 0.24, 10.0
9.80, 10.00, 0.24, 10.0
10.00, 10.20, 0.24, 9.91
10.20, 10.40, 0.23, 9.47
10.40, 10.60, 0.25, 10.4
10.60, 10.80, 0.31, 12.9
10.80, 11.00, 0.23, 9.47
11.00, 11.20, 0.21, 8.87
11.20, 11.40, 0.24, 10.2
11.40, 11.60, 0.33, 13.9
11.60, 11.80, 0.34, 14.4
11.80, 12.00, 0.33, 13.7
12.00, 12.20, 0.33, 13.8
12.20, 12.40, 0.34, 14.4
12.40, 12.60, 0.33, 13.7
12.60, 12.80, 0.33, 13.9
12.80, 13.00, 0.34, 14.3
13.00, 13.20, 0.33, 13.9
13.20, 13.40, 0.33, 13.8
13.40, 13.60, 0.33, 14.0
13.60, 13.80, 0.33, 13.9
13.80, 14.00, 0.33, 13.8
0.00, 14.16, 20.1, 11.9

0.00, 0.20, 0.14, 5.66
0.20, 0.40, 0.10, 4.00
0.40, 0.60, 0.09, 3.66
0.60, 0.80, 0.10, 4.39
0.80, 1.00, 0.10, 4.28
1.00, 1.20, 0.10, 4.05
1.20, 1.40, 0.10, 4.02
1.40, 1.60, 0.10, 4.02
1.60, 1.80, 0.10, 4.02
1.80, 2.00, 0.10, 4.02
2.00, 2.20, 0.10, 4.02
2.20, 2.40, 0.10, 4.02
2.40, 2.60, 0.09, 3.97
2.60, 2.80, 0.10, 4.02
2.80, 3.00, 0.10, 4.02
3.00, 3.20, 0.10, 4.08
3.20, 3.40, 0.09, 3.97
3.40, 3.60, 0.10, 4.08
3.60, 3.80, 0.10, 4.02
3.80, 4.00, 0.10, 4.02
4.00, 4.20, 0.10, 4.02
4.20, 4.40, 0.24, 9.91
4.40, 4.60, 0.35, 14.5
4.60, 4.80, 0.29, 12.3
4.80, 5.00, 0.23, 9.69
5.00, 5.20, 0.24, 10.2
5.20, 5.40, 0.24, 10.1
5.40, 5.60, 0.23, 9.75
5.60, 5.80, 0.24, 9.97
5.80, 6.00, 0.24, 9.97
6.00, 6.20, 0.24, 9.91
6.20, 6.40, 0.24, 10.0
6.40, 6.60, 0.23, 9.47
6.60, 6.80, 0.24, 9.97
6.80, 7.00, 0.25, 10.5
7.00, 7.20, 0.23, 9.80
7.20, 7.40, 0.24, 10.1
7.40, 7.60, 0.24, 9.91
7.60, 7.80, 0.24, 9.86
7.80, 8.00, 0.23, 9.53
8.00, 8.20, 0.25, 10.3
8.20, 8.40, 0.23, 9.64
8.40, 8.60, 0.25, 10.4
8.60, 8.80, 0.23, 9.80
8.80, 9.00, 0.24, 10.1
9.00, 9.20, 0.24, 9.97
9.20, 9.40, 0.23, 9.64
9.40, 9.60, 0.24, 10.2
9.60, 9.80, 0.24, 9.97
9.80, 10.00, 0.24, 9.97
10.00, 10.20, 0.24, 9.97
10.20, 10.40, 0.24, 9.91
10.40, 10.60, 0.24, 10.0
10.60, 10.80, 0.22, 9.36
10.80, 11.00, 0.10, 4.02
11.00, 11.20, 0.10, 4.02
11.20, 11.40, 0.09, 3.97
11.40, 11.60, 0.10, 4.08
11.60, 11.80, 0.09, 3.97
11.80, 12.00, 0.10, 4.08
12.00, 12.20, 0.10, 4.02
12.20, 12.40, 0.09, 3.91
12.40, 12.60, 0.10, 4.08
12.60, 12.80, 0.10, 4.02
12.80, 13.00, 0.10, 4.02
13.00, 13.20, 0.10, 4.02
13.20, 13.40, 0.10, 4.02
13.40, 13.60, 0.10, 4.02
13.60, 13.80, 0.09, 3.97
13.80, 14.00, 0.10, 4.08
14.00, 14.20, 0.10, 4.02
14.20, 14.40, 0.09, 3.86
14.40, 14.60, 0.10, 4.19
14.60, 14.80, 0.10, 4.02
14.80, 15.00, 0.10, 4.02
15.00, 15.20, 0.10, 4.02
15.20, 15.40, 0.09, 3.97
15.40, 15.60, 0.10, 4.08
15.60, 15.80, 0.10, 4.02
15.80, 16.00, 0.09, 3.91
16.00, 16.20, 0.10, 4.13
16.20, 16.40, 0.09, 3.97
16.40, 16.60, 0.09, 3.97
16.60, 16.80, 0.10, 4.13
16.80, 17.00, 0.10, 4.02
17.00, 17.20, 0.09, 3.91
17.20, 17.40, 0.09, 3.86
17.40, 17.60, 0.10, 4.24
17.60, 17.80, 0.10, 4.02
17.80, 18.00, 0.09, 3.97
18.00, 18.20, 0.10, 4.02
18.20, 18.40, 0.10, 4.08
18.40, 18.60, 0.09, 3.97
18.60, 18.80, 0.10, 4.02
18.80, 19.00, 0.10, 4.02
19.00, 19.20, 0.10, 4.08
19.20, 19.40, 0.10, 4.02
19.40, 19.60, 0.09, 3.91
19.60, 19.80, 0.10, 4.13
19.80, 20.00, 0.09, 3.97
20.00, 20.20, 0.09, 3.97
20.20, 20.40, 0.10, 4.13
20.40, 20.60, 0.09, 3.97
20.60, 20.80, 0.10, 4.02
20.80, 21.00, 0.10, 4.02
21.00, 21.20, 0.10, 4.02
21.20, 21.40, 0.09, 3.97
21.40, 21.60, 0.10, 4.08
21.60, 21.80, 0.10, 4.02
21.80, 22.00, 0.09, 3.97
22.00, 22.20, 0.10, 4.08
22.20, 22.40, 0.10, 4.02
22.40, 22.60, 0.10, 4.02
22.60, 22.80, 0.09, 3.97
22.80, 23.00, 0.10, 4.08
23.00, 23.20, 0.10, 4.02
23.20, 23.40, 0.10, 4.02
23.40, 23.60, 0.09, 3.97
23.60, 23.80, 0.10, 4.08
23.80, 24.00, 0.09, 3.97
24.00, 24.20, 0.10, 4.08
24.20, 24.40, 0.09, 3.97
24.40, 24.60, 0.10, 4.08
24.60, 24.80, 0.10, 4.02
24.80, 25.00, 0.10, 4.02
25.00, 25.20, 0.10, 4.02
25.20, 25.40, 0.10, 4.02
25.40, 25.60, 0.09, 3.91
25.60, 25.80, 0.10, 4.13
25.80, 26.00, 0.10, 4.02
26.00, 26.20, 0.09, 3.91
26.20, 26.40, 0.10, 4.13
26.40, 26.60, 0.09, 3.97
26.60, 26.80, 0.10, 4.02
26.80, 27.00, 0.10, 4.02
27.00, 27.20, 0.10, 4.02
27.20, 27.40, 0.10, 4.02
27.40, 27.60, 0.09, 3.97
27.60, 27.80, 0.10, 4.08
27.80, 28.00, 0.10, 4.02
28.00, 28.20, 0.09, 3.97
28.20, 28.40, 0.10, 4.08
28.40, 28.60, 0.09, 3.97
28.60, 28.80, 0.10, 4.08
28.80, 29.00, 0.10, 4.02
29.00, 29.20, 0.09, 3.97
29.20, 29.40, 0.10, 4.08
29.40, 29.60, 0.10, 4.02
29.60, 29.80, 0.09, 3.91
29.80, 30.00, 0.10, 4.08
30.00, 30.20, 0.10, 4.02
30.20, 30.40, 0.09, 3.97
30.40, 30.60, 0.10, 4.08
