0.00, 0.20, 0.13, 5.39
0.20, 0.40, 0.12, 4.83
0.40, 0.60, 0.14, 5.79
0.60, 0.80, 0.34, 14.2
0.80, 1.00, 0.25, 10.6
1.00, 1.20, 0.25, 10.5
1.20, 1.40, 0.26, 10.9
1.40, 1.60, 0.35, 14.8
1.60, 1.80, 0.38, 16.0
1.80, 2.00, 0.76, 31.9
2.00, 2.20, 0.34, 14.2
2.20, 2.40, 0.32, 13.5
2.40, 2.60, 0.33, 13.9
2.60, 2.80, 0.35, 14.7
2.80, 3.00, 0.32, 13.5
3.00, 3.20, 0.34, 14.4
3.20, 3.40, 0.32, 13.2
3.40, 3.60, 0.32, 13.6
3.60, 3.80, 0.34, 14.2
3.80, 4.00, 0.36, 15.1
4.00, 4.20, 0.25, 10.3
4.20, 4.40, 0.24, 9.97
4.40, 4.60, 0.24, 9.91
4.60, 4.80, 0.24, 9.97
4.80, 5.00, 0.23, 9.64
5.00, 5.20, 0.24, 10.2
5.20, 5.40, 0.24, 9.97
5.40, 5.60, 0.24, 10.0
5.60, 5.80, 0.24, 9.91
5.80, 6.00, 0.23, 9.80
6.00, 6.20, 0.24, 10.0
6.20, 6.40, 0.24, 9.97
6.40, 6.60, 0.24, 10.0
6.60, 6.80, 0.23, 9.80
6.80, 7.00, 0.24, 10.2
7.00, 7.20, 0.23, 9.80
7.20, 7.40, 0.24, 9.97
7.40, 7.60, 0.24, 9.91
7.60, 7.80, 0.24, 9.97
7.80, 8.00, 0.24, 9.86
8.00, 8.20, 0.24, 9.97
8.20, 8.40, 0.24, 10.1
8.40, 8.60, 0.23, 9.47
8.60, 8.80, 0.25, 10.3
8.80, 9.00, 0.24, 9.86
9.00, 9.20, 0.24, 10.1
9.20, 9.40, 0.24, 9.91
9.40, 9.60, 0.24, 9.97
9.60, 9.80, 0.24, 10.0
9.80, 10.00, 0.23, 9.53
10.00, 10.20, 0.25, 10.3
10.20, 10.40, 0.23, 9.47
10.40, 10.60, 0.25, 10.4
10.60, 10.80, 0.30, 12.6
10.80, 11.00, 0.21, 8.70
11.00, 11.20, 0.22, 9.03
11.20, 11.40, 0.28, 11.7
11.40, 11.60, 0.31, 12.9
11.60, 11.80, 0.32, 13.3
11.80, 12.00, 0.32, 13.2
12.00, 12.20, 0.36, 14.9
12.20, 12.40, 0.32, 13.4
12.40, 12.60, 0.35, 14.7
12.60, 12.80, 0.33, 13.9
12.80, 13.00, 0.33, 13.7
13.00, 13.20, 0.34, 14.2
13.20, 13.40, 0.32, 13.2
13.40, 13.60, 0.33, 14.0
13.60, 13.80, 0.32, 13.4
13.80, 14.00, 0.34, 14.4
14.00, 14.20, 0.32, 13.3
0.00, 14.40, 20.1, 11.7

0.00, 0.20, 0.13, 5.61
0.20, 0.40, 0.13, 5.26
0.40, 0.60, 0.37, 15.5
0.60, 0.80, 0.15, 6.11
0.80, 1.00, 0.09, 3.91
1.00, 1.20, 0.09, 3.91
1.20, 1.40, 0.09, 3.91
1.40, 1.60, 0.09, 3.91
1.60, 1.80, 0.09, 3.80
1.80, 2.00, 0.09, 3.91
2.00, 2.20, 0.09, 3.86
2.20, 2.40, 0.09, 3.97
2.40, 2.60, 0.09, 3.91
2.60, 2.80, 0.09, 3.97
2.80, 3.00, 0.09, 3.86
3.00, 3.20, 0.09, 3.80
3.20, 3.40, 0.09, 3.97
3.40, 3.60, 0.09, 3.91
3.60, 3.80, 0.09, 3.86
3.80, 4.00, 0.09, 3.97
4.00, 4.20, 0.09, 3.86
4.20, 4.40, 0.32, 13.5
4.40, 4.60, 0.34, 14.3
4.60, 4.80, 0.23, 9.58
4.80, 5.00, 0.24, 10.2
5.00, 5.20, 0.23, 9.80
5.20, 5.40, 0.25, 10.3
5.40, 5.60, 0.24, 9.91
5.60, 5.80, 0.24, 9.91
5.80, 6.00, 0.23, 9.80
6.00, 6.20, 0.24, 10.1
6.20, 6.40, 0.24, 9.91
6.40, 6.60, 0.23, 9.69
6.60, 6.80, 0.24, 10.2
6.80, 7.00, 0.24, 9.97
7.00, 7.20, 0.24, 10.0
7.20, 7.40, 0.24, 9.91
7.40, 7.60, 0.24, 9.97
7.60, 7.80, 0.24, 9.97
7.80, 8.00, 0.23, 9.80
8.00, 8.20, 0.23, 9.69
8.20, 8.40, 0.25, 10.3
8.40, 8.60, 0.24, 10.1
8.60, 8.80, 0.22, 9.36
8.80, 9.00, 0.24, 10.2
9.00, 9.20, 0.24, 10.2
9.20, 9.40, 0.24, 9.86
9.40, 9.60, 0.23, 9.80
9.60, 9.80, 0.24, 10.2
9.80, 10.00, 0.24, 9.97
10.00, 10.20, 0.24, 9.91
10.20, 10.40, 0.24, 9.91
10.40, 10.60, 0.24, 10.0
10.60, 10.80, 0.30, 12.4
10.80, 11.00, 0.09, 3.97
11.00, 11.20, 0.09, 3.97
11.20, 11.40, 0.10, 4.02
11.40, 11.60, 0.09, 3.97
11.60, 11.80, 0.09, 3.86
11.80, 12.00, 0.09, 3.91
12.00, 12.20, 0.09, 3.86
12.20, 12.40, 0.09, 3.86
12.40, 12.60, 0.09, 3.91
12.60, 12.80, 0.09, 3.86
12.80, 13.00, 0.09, 3.97
13.00, 13.20, 0.09, 3.97
